idmutation;datemut;valeurfonc;libtypbien;sbatapt;code_postal;nbapt1pp;no_voie;type_voie;voie;commune
000001;20/01/2025;803000.00;Appartement;16;93400;1;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;20/01/2025;803000.00;Appartement;29;93400;2;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;20/01/2025;803000.00;Appartement;28;93400;2;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;20/01/2025;803000.00;Appartement;25;93400;2;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;20/01/2025;803000.00;Appartement;31;93400;2;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;20/01/2025;803000.00;Appartement;27;93400;2;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;20/01/2025;803000.00;Appartement;18;93400;1;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;20/01/2025;803000.00;Appartement;18;93400;1;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;20/01/2025;803000.00;Appartement;17;93400;1;92;RUE;DES ROSIERS;SAINT-OUEN-SUR-SEINE
000001;23/01/2025;249000.00;Appartement;36;93310;2;17;RUE;LOUIS BLANC;LE PRE-SAINT-GERVAIS
000001;16/01/2025;120000.00;Appartement;32;93230;2;23;RUE;DE LA REPUBLIQUE;ROMAINVILLE
000001;17/01/2025;187000.00;Appartement;35;93300;2;21;RUE;FIRMIN GEMIER;AUBERVILLIERS
000001;07/01/2025;350000.00;Maison;71;93160;3;24;PL;DU CAPRICE;NOISY-LE-GRAND
000001;21/01/2025;177000.00;Appartement;83;93330;4;1;ALL;D ANJOU;NEUILLY-SUR-MARNE
000001;16/01/2025;149900.00;Appartement;68;93270;3;8;ALL;DE LA ROSERAIE;SEVRAN
000001;21/01/2025;276454.00;Appartement;57;93230;3;49;RUE;ANATOLE FRANCE;ROMAINVILLE
000001;16/01/2025;354000.00;Appartement;84;93110;4;54;RUE;DANIELLE CASANOVA;ROSNY-SOUS-BOIS
000001;15/01/2025;262000.00;Appartement;58;93110;3;54;RUE;DANIELLE CASANOVA;ROSNY-SOUS-BOIS
000001;17/01/2025;330000.00;Maison;64;93250;2;109;AV;MEISSONIER;VILLEMOMBLE
000001;09/01/2025;78000.00;Appartement;30;93190;1;35;RUE;FRANCOIS VILLON;LIVRY-GARGAN
000001;07/01/2025;122000.00;Appartement;51;93200;2;140;RUE;DANIELLE CASANOVA;SAINT-DENIS
000001;07/01/2025;335000.00;Maison;95;93370;4;71;AV;DES ALOUETTES;MONTFERMEIL
000001;21/01/2025;665000.00;Appartement;81;93310;4;1;RUE;BERANGER;LE PRE-SAINT-GERVAIS
000001;22/01/2025;338000.00;Appartement;45;93170;2;18;RUE;PAUL BERT;BAGNOLET
000001;20/01/2025;96500.00;Appartement;40;93600;2;75;BD;STRASBOURG;AULNAY SOUS BOIS
000001;13/01/2025;298000.00;Maison;90;93370;4;34;AV;DES OEILLETS;MONTFERMEIL
000001;24/01/2025;223000.00;Appartement;31;93500;2;103;AV;JEAN LOLIVE;PANTIN
000001;20/01/2025;145000.00;Appartement;63;93340;4;46;ALL;DU PLATEAU;LE RAINCY
000001;09/01/2025;135000.00;Appartement;47;93250;2;11;AV;DU RAINCY;VILLEMOMBLE
000001;17/01/2025;228000.00;Appartement;44;93470;2;18;RTE;DU CHAT;COUBRON
000001;17/01/2025;228000.00;Appartement;28;93470;2;18;RTE;DU CHAT;COUBRON
000001;09/01/2025;205000.00;Appartement;49;93190;2;22;AV;ANATOLE FRANCE;LIVRY-GARGAN
000001;17/01/2025;95000.00;Appartement;36;93330;2;144;AV;DU MARECHAL LECLERC;NEUILLY-SUR-MARNE
000001;17/01/2025;139000.00;Appartement;75;93390;5;5;ALL;LA BRUYERE;CLICHY SOUS BOIS
000001;21/01/2025;290000.00;Maison;77;93290;4;49;AV;DES CHENES;TREMBLAY-EN-FRANCE
000001;23/01/2025;388000.00;Appartement;72;93260;4;11;RUE;CHARLES PEGUY;LES LILAS
000001;08/01/2025;330150.00;Appartement;70;93100;3;168;RUE;DE PARIS;MONTREUIL
000001;10/01/2025;783400.00;Maison;105;93230;4;45;RUE;CAMP;ROMAINVILLE
000001;23/01/2025;120000.00;Appartement;32;93000;2;1;AV;RASPAIL;BOBIGNY
000001;15/01/2025;295000.00;Maison;107;93700;5;14;RUE;DE LA SABLIERE;DRANCY
000001;07/01/2025;320000.00;Appartement;63;93300;3;6;RUE;ANNA COLEMAN LADD;AUBERVILLIERS
000001;22/01/2025;425000.00;Maison;64;93100;4;6;RUE;DE L ERMITAGE;MONTREUIL
000001;22/01/2025;199000.00;Appartement;95;93420;5;1;SQ;JACQUES BABINET;VILLEPINTE
000001;24/01/2025;290000.00;Maison;99;93290;3;37;AV;DE NAVARRE;TREMBLAY-EN-FRANCE
000001;17/01/2025;269000.00;Maison;72;93420;4;28;AV;DE LA PLAINE;VILLEPINTE
000001;24/01/2025;400000.00;Maison;64;93400;4;7;IMP;CHEVALIER;SAINT-OUEN-SUR-SEINE
000001;03/01/2025;241500.00;Appartement;53;93170;2;167;AV;GAMBETTA;BAGNOLET
000001;22/01/2025;212000.00;Maison;51;93700;2;67;RUE;JANE JOYE;DRANCY
000001;07/01/2025;37500.00;Appartement;16;93600;1;31;RUE;ARTHUR CHEVALIER;AULNAY SOUS BOIS
000001;24/01/2025;198000.00;Appartement;67;93160;3;1;ALL;DES CAMELIAS;NOISY-LE-GRAND
000001;09/01/2025;200000.00;Appartement;29;93400;2;1;RUE;AMBROISE CROIZAT;SAINT-OUEN-SUR-SEINE
000001;22/01/2025;150000.00;Appartement;50;93800;3;53;AV;GALLIENI;EPINAY SUR SEINE
000001;24/01/2025;178000.00;Appartement;51;93600;3;2;AV;JULES JOUY;AULNAY SOUS BOIS
000001;07/01/2025;124000.00;Appartement;25;93100;2;6;RUE;GUTENBERG;MONTREUIL
000001;09/01/2025;255000.00;Appartement;40;93260;2;2;RUE;DU REGARD;LES LILAS
000001;10/01/2025;184000.00;Appartement;73;93800;4;2;ALL;RODIN;EPINAY SUR SEINE
000001;10/01/2025;373000.00;Appartement;67;93500;3;95;AV;JEAN LOLIVE;PANTIN
000001;14/01/2025;236500.00;Appartement;30;93100;2;138;RUE;ETIENNE MARCEL;MONTREUIL
000001;16/01/2025;110000.00;Appartement;52;93600;3;1;RUE;ROGER SALENGRO;AULNAY SOUS BOIS
000001;23/01/2025;305000.00;Appartement;60;93400;3;16;RUE;JEAN-JACQUES ROUSSEAU;SAINT-OUEN-SUR-SEINE
000001;22/01/2025;171750.00;Appartement;49;93190;2;98;ALL;DE CHARTRES;LIVRY-GARGAN
000001;13/01/2025;339000.00;Appartement;50;93260;2;29;AV;DU MARECHAL JUIN;LES LILAS
000001;13/01/2025;385000.00;Appartement;71;93260;4;3;RUE;DE LA CONVENTION;LES LILAS
000001;09/01/2025;223000.00;Appartement;61;93100;4;134;RUE;SAINT DENIS;MONTREUIL
000001;10/01/2025;697400.00;Maison;47;93500;3;24;RUE;DE CANDALE;PANTIN
000001;10/01/2025;697400.00;Maison;40;93500;2;24;RUE;DE CANDALE;PANTIN
000001;16/01/2025;115000.00;Appartement;36;93800;1;24;AV;DE LA REPUBLIQUE;EPINAY SUR SEINE
000001;23/01/2025;130000.00;Appartement;25;93340;1;10;ALL;DE VERDUN;LE RAINCY
000001;17/01/2025;170200.00;Appartement;30;93300;2;23;RUE;DES POSTES;AUBERVILLIERS
000001;13/01/2025;137000.00;Appartement;22;93260;1;45;RUE;DE LA CROIX DE L EPINETTE;LES LILAS
000001;15/01/2025;386000.00;Appartement;60;93310;3;10;RUE;BERANGER;LE PRE-SAINT-GERVAIS
000001;20/01/2025;138000.00;Appartement;45;93320;2;32;ALL;DU COLONEL FABIEN;LES PAVILLONS-SOUS-BOIS
000001;10/01/2025;212800.00;Appartement;39;93110;2;32;AV;DU PDT JOHN KENNEDY;ROSNY-SOUS-BOIS
000001;09/01/2025;246199.98;Appartement;64;93440;3;4;RUE;EVA CHASTAGNOL;DUGNY
000001;14/01/2025;401930.00;Appartement;83;93230;4;26;AV;DE VERDUN;ROMAINVILLE
000001;23/01/2025;362305.00;Appartement;66;93100;3;4;RUE;HENRI MARTIN;MONTREUIL
000001;21/01/2025;295000.00;Appartement;44;93100;2;15;RUE;ERNEST SAVART;MONTREUIL
000001;08/01/2025;305000.00;Appartement;58;93230;3;45;RUE;MADELEINE ODRU;ROMAINVILLE
000001;16/01/2025;152000.00;Appartement;50;93300;3;4;AV;DES PONCEAUX;AUBERVILLIERS
000001;16/01/2025;462900.00;Appartement;55;93400;3;69;RUE;ALBERT DHALENNE;SAINT-OUEN-SUR-SEINE
000001;06/01/2025;367000.00;Appartement;76;93230;3;45;RUE;MADELEINE ODRU;ROMAINVILLE
000001;24/01/2025;180000.00;Appartement;55;93190;3;8;ALL;GERMAINE;LIVRY-GARGAN
000001;15/01/2025;268000.00;Maison;73;93420;4;6;AV;DES BONS ENFANTS;VILLEPINTE
000001;24/01/2025;279000.00;Maison;52;93470;2;79;AV;BEAUSEJOUR;COUBRON
000001;20/01/2025;105000.00;Appartement;32;93470;1;9001;RES;LE HAMEAU DE L ETANG;COUBRON
000001;20/01/2025;188000.00;Appartement;56;93320;3;3;CHE;DU CLOCHER D AULNAY;LES PAVILLONS-SOUS-BOIS
000001;10/01/2025;299900.00;Appartement;81;93200;4;41;RUE;LESNE;SAINT-DENIS
000001;09/01/2025;178000.00;Appartement;54;93440;3;5;RUE;DU PDT GEORGES POMPIDOU;DUGNY
000001;24/01/2025;79400.00;Appartement;18;93160;1;5;BD;DU LEVANT;NOISY-LE-GRAND
000001;08/01/2025;225000.00;Appartement;15;93500;1;6;RUE;LAKANAL;PANTIN
000001;03/01/2025;248000.00;Appartement;47;93210;2;17;MAIL;JEAN ZAY;SAINT-DENIS
000001;03/01/2025;180000.00;Appartement;53;93110;2;11;RUE;DES MYOSOTIS;ROSNY-SOUS-BOIS
000001;15/01/2025;139000.00;Appartement;43;93800;2;58;AV;GALLIENI;EPINAY SUR SEINE
000001;07/01/2025;310000.00;Maison;68;93220;3;30;ALL;DE LA DHUYS;GAGNY
000001;09/01/2025;269000.00;Appartement;64;93210;3;20;AV;HENRI ROL TANGUY;SAINT-DENIS
000001;03/01/2025;156800.00;Appartement;46;93220;2;40;RUE;DE LA FONTAINE VARENNE;GAGNY
000001;09/01/2025;823000.00;Appartement;35;93500;1;47;RUE;DES SEPT ARPENTS;PANTIN
000001;14/01/2025;211500.00;Maison;126;93190;6;100;AV;DU COL FABIEN;LIVRY-GARGAN
000001;14/01/2025;211500.00;Maison;126;93190;6;100;AV;DU COL FABIEN;LIVRY-GARGAN
000001;20/01/2025;220000.00;Appartement;73;93130;4;52;RUE;PIERRE SEMARD;NOISY-LE-SEC
000001;21/01/2025;105000.00;Appartement;31;93130;1;26;RUE;DOMBASLE;NOISY-LE-SEC
000001;10/01/2025;92000.00;Appartement;22;93700;1;32;RUE;AMBROISE THOMAS;DRANCY
000001;10/01/2025;92000.00;Appartement;1;93700;0;32;RUE;AMBROISE THOMAS;DRANCY
000001;16/01/2025;163000.00;Appartement;32;93120;2;48;RUE;JOLLOIS;LA COURNEUVE
000001;22/01/2025;200000.00;Appartement;63;93320;3;13;ALL;ETIENNE DOLET;LES PAVILLONS-SOUS-BOIS
000001;17/01/2025;223000.00;Appartement;32;93100;3;10;RUE;DE VILLIERS;MONTREUIL
000001;16/01/2025;178000.00;Appartement;45;93130;1;29;RUE;DE LA RENARDIERE;NOISY-LE-SEC
000001;23/01/2025;205000.00;Maison;70;93270;4;10;ALL;CLEMENT LAIR;SEVRAN
000001;08/01/2025;347960.00;Maison;80;93100;4;50;RUE;DU MOULIN A VENT;MONTREUIL
000001;22/01/2025;110000.00;Appartement;50;93600;2;62;RUE;DE TOULOUSE;AULNAY SOUS BOIS
000001;16/01/2025;420000.00;Appartement;70;93400;3;5;RUE;DES ENTREPRENEURS;SAINT-OUEN-SUR-SEINE
000001;17/01/2025;234000.00;Appartement;65;93330;3;1;ALL;DE LA MARJOLAINE;NEUILLY-SUR-MARNE
000001;17/01/2025;180000.00;Appartement;54;93800;3;12;RUE;D ORMESSON;EPINAY SUR SEINE
000001;24/01/2025;1135000.00;Appartement;69;93100;4;8;RUE;DE L EGLISE;MONTREUIL
000001;24/01/2025;1135000.00;Appartement;39;93100;2;8;RUE;DE L EGLISE;MONTREUIL
000001;24/01/2025;1135000.00;Appartement;54;93100;3;8;RUE;DE L EGLISE;MONTREUIL
000001;24/01/2025;1135000.00;Appartement;32;93100;2;8;RUE;DE L EGLISE;MONTREUIL
000001;24/01/2025;1135000.00;Appartement;13;93100;1;8;RUE;DE L EGLISE;MONTREUIL
000001;24/01/2025;1135000.00;Appartement;44;93100;3;8;RUE;DE L EGLISE;MONTREUIL
000001;24/01/2025;1135000.00;Appartement;10;93100;1;8;RUE;DE L EGLISE;MONTREUIL
000001;24/01/2025;1135000.00;Appartement;32;93100;2;8;RUE;DE L EGLISE;MONTREUIL
000001;20/01/2025;350000.00;Maison;80;93370;3;96;AV;MONGE;MONTFERMEIL
000001;14/01/2025;435000.00;Maison;96;93100;5;66;RUE;DANTON;MONTREUIL
000001;20/01/2025;370000.00;Appartement;69;93400;3;10;RUE;MAURICE UTRILLO;SAINT-OUEN-SUR-SEINE
000001;24/01/2025;333000.00;Maison;72;93700;3;51;RUE;MAXIME GORKI;DRANCY
000001;03/01/2025;100000.00;Appartement;26;93360;2;28;RUE;DU GENERAL DE GAULLE;NEUILLY-PLAISANCE
000001;22/01/2025;268500.00;Maison;56;93100;3;3;RUE;NUNGESSER;MONTREUIL
000001;17/01/2025;327000.00;Appartement;63;93200;2;12;RUE;DES URSULINES;SAINT-DENIS
000001;24/01/2025;175000.00;Appartement;65;93120;3;24;RUE;LAMARTINE;LA COURNEUVE
000001;27/01/2025;155000.00;Appartement;46;93120;2;15;RUE;VILLOT;LA COURNEUVE
000001;21/01/2025;127500.00;Maison;50;93600;2;26;ALL;DU CANAL;AULNAY SOUS BOIS
000001;17/01/2025;395000.00;Appartement;48;93100;4;14;RUE;DU COLONEL DELORME;MONTREUIL
000001;15/01/2025;11000.00;Appartement;73;93200;4;14;SQ;PIERRE DE GEYTER;SAINT-DENIS
000001;16/01/2025;147000.00;Appartement;82;93330;4;12;RUE;DE SUFFREN;NEUILLY-SUR-MARNE
000001;10/01/2025;175000.00;Appartement;30;93500;2;47;RUE;JULES AUFFRET;PANTIN
000001;16/01/2025;285000.00;Appartement;69;93160;3;7;RUE;DE REIMS;NOISY-LE-GRAND
000001;14/01/2025;240000.00;Maison;74;93140;4;16;ALL;ANDREA;BONDY
000001;03/01/2025;600000.00;Appartement;50;93100;3;14;RUE;GASTON LAURIAU;MONTREUIL
000001;03/01/2025;600000.00;Appartement;50;93100;3;14;RUE;GASTON LAURIAU;MONTREUIL
000001;03/01/2025;600000.00;Appartement;50;93100;3;14;RUE;GASTON LAURIAU;MONTREUIL
000001;03/01/2025;600000.00;Appartement;50;93100;3;14;RUE;GASTON LAURIAU;MONTREUIL
000001;03/01/2025;600000.00;Appartement;56;93100;3;14;RUE;GASTON LAURIAU;MONTREUIL
000001;21/01/2025;265000.00;Maison;85;93430;4;35;RUE;PASTEUR;VILLETANEUSE
000001;17/01/2025;230000.00;Appartement;55;93200;3;226;BD;ANATOLE FRANCE;SAINT-DENIS
000001;20/01/2025;420000.00;Appartement;63;93400;3;15;ALL;DE PARIS;SAINT-OUEN-SUR-SEINE
000001;22/01/2025;845500.00;Maison;112;93400;5;53;RUE;EMILE CORDON;SAINT-OUEN-SUR-SEINE
000001;03/01/2025;120000.00;Appartement;35;93100;2;28;BD;ARISTIDE BRIAND;MONTREUIL
000001;28/01/2025;376000.00;Maison;88;93200;5;18;ALL;CECILE BRUNSCHVICG;SAINT-DENIS
000001;24/01/2025;328500.00;Maison;80;93600;3;14;RUE;DE LA DIVIS LECLERC;AULNAY SOUS BOIS
000001;23/01/2025;342000.00;Maison;85;93150;4;85;RUE;MAXIME GORKI;LE BLANC-MESNIL
000001;17/01/2025;310000.00;Maison;65;93600;3;62;RUE;DEGEYTER;AULNAY SOUS BOIS
000001;21/01/2025;83000.00;Appartement;17;93700;1;4;RUE;RAYMOND LEFEVRE;DRANCY
000001;24/01/2025;180000.00;Appartement;46;93160;2;2;RUE;DU MARNOIS;NOISY-LE-GRAND
000001;17/01/2025;150000.00;Appartement;47;93150;2;2;AV;DANIELLE CASANOVA;LE BLANC-MESNIL
000001;27/01/2025;155000.00;Maison;51;93320;2;71;AV;JEAN JAURES;LES PAVILLONS-SOUS-BOIS
000001;10/01/2025;1000000.00;Maison;200;93340;5;17;ALL;DU BEL AIR;LE RAINCY
000001;22/01/2025;115800.00;Appartement;40;93190;2;5;AV;FERRER;LIVRY-GARGAN
000001;21/01/2025;295000.00;Maison;81;93150;3;37;AV;DE CHALONS;LE BLANC-MESNIL
000001;03/01/2025;190000.00;Appartement;47;93190;2;46;ALL;FRANCOIS ARAGO;LIVRY-GARGAN
000001;14/01/2025;81500.00;Appartement;30;93200;2;14;SQ;PIERRE DE GEYTER;SAINT-DENIS
000001;28/01/2025;185000.00;Appartement;59;93200;3;139;RUE;GABRIEL PERI;SAINT-DENIS
000001;24/01/2025;155000.00;Appartement;75;93290;3;8;AV;DE LA PAIX;TREMBLAY-EN-FRANCE
000001;08/01/2025;242000.00;Appartement;35;93400;2;43;RUE;DU DOCTEUR BAUER;SAINT-OUEN-SUR-SEINE
000001;27/01/2025;185000.00;Appartement;86;93270;4;7;ALL;JEAN PAULHAN;SEVRAN
000001;23/01/2025;365000.00;Appartement;54;93400;3;6;BD;JEAN JAURES;SAINT-OUEN-SUR-SEINE
000001;10/01/2025;88000.00;Appartement;33;93210;2;69;RUE;DU LANDY;SAINT-DENIS
000001;16/01/2025;130000.00;Appartement;80;93600;4;3;ALL;DES ROSEAUX;AULNAY SOUS BOIS
000001;21/01/2025;155000.00;Appartement;90;93600;4;19;RUE;DU MOULIN DE LA VILLE;AULNAY SOUS BOIS
000001;21/01/2025;70000.00;Appartement;17;93110;1;12;RUE;GUYNEMER;ROSNY-SOUS-BOIS
000001;08/01/2025;480700.00;Appartement;58;93100;3;90;RUE;DU MOULIN A VENT;MONTREUIL
000001;07/01/2025;85000.00;Appartement;35;93300;2;89;RUE;HENRI BARBUSSE;AUBERVILLIERS
000001;16/01/2025;405000.00;Maison;78;93360;4;26;RUE;RASPAIL;NEUILLY-PLAISANCE
000001;21/01/2025;255000.00;Maison;77;93220;5;4;RUE;INGRES;GAGNY
000001;24/01/2025;537500.00;Maison;82;93100;3;74;RUE;DU DOCTEUR CALMETTE;MONTREUIL
000001;09/01/2025;400000.00;Maison;60;93250;3;46;AV;D OSSEVILLE;VILLEMOMBLE
000001;29/01/2025;330500.00;Maison;100;93600;6;9;RUE;DE LORRAINE;AULNAY SOUS BOIS
000001;29/01/2025;224130.00;Appartement;44;93230;2;26;RUE;ARAGO;ROMAINVILLE
000001;24/01/2025;986000.00;Appartement;111;93400;5;98;RUE;ARDOIN;SAINT-OUEN-SUR-SEINE
000001;10/01/2025;448600.00;Appartement;79;93300;4;6;RUE;LOUIS ARAGON;AUBERVILLIERS
000001;08/01/2025;197780.00;Appartement;55;93320;3;21;ALL;DE BERLIN;LES PAVILLONS-SOUS-BOIS
000001;07/01/2025;240000.00;Appartement;45;93160;2;10;ALL;DES PETITS JARDINS;NOISY-LE-GRAND
000001;27/01/2025;251000.00;Appartement;50;93100;2;128;RUE;DE ROSNY;MONTREUIL
000001;10/01/2025;338000.00;Maison;120;93320;8;98;ALL;DANIELLE CASANOVA;LES PAVILLONS-SOUS-BOIS
000001;06/01/2025;322500.00;Appartement;70;93400;3;2;RUE;DU MARECHAL LECLERC;SAINT-OUEN-SUR-SEINE
000001;24/01/2025;155000.00;Appartement;49;93700;2;30;RUE;DU BON HOUDART;DRANCY
000001;24/01/2025;250000.00;Maison;54;93120;3;55;RUE;ANATOLE FRANCE;LA COURNEUVE
000001;08/01/2025;274170.00;Maison;111;93000;4;9;RUE;DE MONTFORT;BOBIGNY
000001;23/01/2025;65000.00;Appartement;20;93500;1;35;RUE;LEPINE;PANTIN
000001;28/01/2025;99000.00;Appartement;13;93220;1;84;RUE;DU CHEMIN DE FER;GAGNY
000001;29/01/2025;312000.00;Maison;123;93270;7;26;RUE;THIERS;SEVRAN
000001;09/01/2025;256000.00;Appartement;62;93440;3;1;ALL;GISELE HALIMI;DUGNY
000001;07/01/2025;400000.00;Maison;150;93160;6;53;RUE;DE LA JUSTICE;NOISY-LE-GRAND
000001;17/01/2025;610000.00;Maison;170;93130;5;89;AV;DE ROSNY;NOISY-LE-SEC
000001;06/01/2025;440000.00;Maison;127;93460;5;20;RUE;DE LA PATTE D OIE;GOURNAY SUR MARNE
000001;21/01/2025;212000.00;Appartement;61;93000;3;9;AV;KARL MARX;BOBIGNY
000001;28/01/2025;235000.00;Maison;72;93800;3;31;BD;FOCH;EPINAY SUR SEINE
000001;28/01/2025;117500.00;Maison;88;93420;5;20;RUE;LABORDE;VILLEPINTE
000001;28/01/2025;23481.00;Appartement;31;93500;2;46;AV;JEAN JAURES;PANTIN
000001;09/01/2025;255000.00;Appartement;57;93160;3;3;PROM;DE L ECLUSE;NOISY-LE-GRAND
000001;20/01/2025;138000.00;Appartement;29;93100;1;72;RUE;ALEXIS LEPERE;MONTREUIL
000001;13/01/2025;175000.00;Appartement;39;93200;2;10;RUE;SAMSON;SAINT-DENIS
000001;09/01/2025;217000.00;Appartement;44;93200;2;26;BD;DE LA LIBERATION;SAINT-DENIS
000001;16/01/2025;402000.00;Appartement;82;93450;4;2;RUE;VANDANA SHIVA;L'ILE-SAINT-DENIS
000001;22/01/2025;264200.00;Appartement;50;93100;2;7;RUE;EUGENE VARLIN;MONTREUIL
000001;10/01/2025;407000.00;Maison;93;93160;4;1;ALL;DU MILLENAIRE;NOISY-LE-GRAND
000001;10/01/2025;173000.00;Appartement;65;93800;4;53;AV;GALLIENI;EPINAY SUR SEINE
000001;14/01/2025;148000.00;Appartement;33;93330;1;26;AV;FRANCOIS MAURIAC;NEUILLY-SUR-MARNE
000001;22/01/2025;90000.00;Appartement;45;93220;2;1;RUE;RENE BASCHET;GAGNY
000001;09/01/2025;212000.00;Appartement;77;93160;4;5;ALL;DE LA COLLINE;NOISY-LE-GRAND
000001;24/01/2025;87500.00;Appartement;26;93800;1;124;AV;DE LA MARNE;EPINAY SUR SEINE
000001;21/01/2025;235000.00;Maison;77;93220;5;9;RUE;DEGAS;GAGNY
000001;28/01/2025;220000.00;Maison;48;93230;3;24;RUE;ARAGO;ROMAINVILLE
000001;11/01/2025;649000.00;Maison;113;93340;4;14;ALL;GAMBETTA;LE RAINCY
000001;27/01/2025;383000.00;Appartement;72;93260;4;11;RUE;CHARLES PEGUY;LES LILAS
000001;27/01/2025;230000.00;Maison;44;93130;2;15;RUE;DE NEUILLY;NOISY-LE-SEC
000001;09/01/2025;340000.00;Appartement;82;93100;4;9;PL;DU GENERAL DE GAULLE;MONTREUIL
000001;20/01/2025;145000.00;Appartement;62;93420;4;9001;PARC;DE LA NOUE;VILLEPINTE
000001;10/01/2025;260000.00;Appartement;49;93500;2;18;RUE;BERTHIER;PANTIN
000001;24/01/2025;153000.00;Appartement;43;93190;2;4;RUE;DE FURSTENFELDBRUCK;LIVRY-GARGAN
000001;17/01/2025;509100.00;Appartement;75;93100;3;12;RUE;MARCEAU;MONTREUIL
000001;24/01/2025;384200.00;Appartement;83;93100;4;9;PL;DU GENERAL DE GAULLE;MONTREUIL
000001;30/01/2025;165000.00;Appartement;33;93110;2;54;AV;DE LA REPUBLIQUE;ROSNY-SOUS-BOIS
000001;24/01/2025;480000.00;Maison;57;93100;3;16;RUE;COLBERT;MONTREUIL
000001;24/01/2025;190000.00;Appartement;39;93100;2;19;PL;DU GENERAL DE GAULLE;MONTREUIL
000001;17/01/2025;369000.00;Appartement;66;93300;3;5;RUE;COLETTE;AUBERVILLIERS
000001;28/01/2025;108000.00;Appartement;28;93600;2;7;AV;GASTON CHAUVIN;AULNAY SOUS BOIS
000001;13/01/2025;345000.00;Appartement;59;93100;2;83;RUE;DE PARIS;MONTREUIL
000001;22/01/2025;135000.00;Appartement;27;93160;1;9;RUE;PAUL BELMONDO;NOISY-LE-GRAND
000001;30/01/2025;362300.00;Maison;40;93110;3;12;RUE;VICTOR HUGO;ROSNY-SOUS-BOIS
000001;10/01/2025;702000.00;Appartement;78;93100;4;20;RUE;DU BERGER;MONTREUIL
000001;20/01/2025;150000.00;Maison;72;93370;4;83;AV;DES MESANGES;MONTFERMEIL
000001;30/01/2025;178000.00;Appartement;38;93600;2;60;AV;ANATOLE FRANCE;AULNAY SOUS BOIS
000001;30/01/2025;419200.00;Appartement;72;93100;4;50;RUE;DE LA FEDERATION;MONTREUIL
000001;27/01/2025;115300.00;Appartement;49;93290;2;2;AV;DE LA PAIX;TREMBLAY-EN-FRANCE
000001;28/01/2025;342400.00;Maison;65;93230;3;48;AV;STALINGRAD;ROMAINVILLE
000001;17/01/2025;180000.00;Appartement;58;93300;2;9;RUE;HEMET;AUBERVILLIERS
000001;24/01/2025;208950.00;Appartement;40;93500;3;68;RUE;CARTIER BRESSON;PANTIN
000001;28/01/2025;640500.00;Maison;69;93500;5;46;RUE;JULES AUFFRET;PANTIN
000001;17/01/2025;200000.00;Maison;60;93150;3;13;RUE;PIERRE QUEMENER;LE BLANC-MESNIL
000001;16/01/2025;138000.00;Appartement;50;93140;3;59;AV;DE L EST;BONDY
000001;23/01/2025;307835.00;Appartement;35;93310;2;4;AV;DES SYCOMORES;LE PRE-SAINT-GERVAIS
000001;13/01/2025;255000.00;Maison;100;93270;5;83;AV;LEON JOUHAUX;SEVRAN
000001;17/01/2025;255000.00;Maison;35;93700;3;66;RUE;DU CDT BAROCHE;DRANCY
000001;24/01/2025;250000.00;Appartement;33;93310;1;103;AV;DU BELVEDERE;LE PRE-SAINT-GERVAIS
000001;23/01/2025;375000.00;Maison;76;93360;4;38;AV;VICTOR HUGO;NEUILLY-PLAISANCE
000001;15/01/2025;389500.00;Maison;108;93190;3;61;RUE;DE SIMIANE;LIVRY-GARGAN
000001;15/01/2025;389500.00;Maison;108;93190;3;61;RUE;DE SIMIANE;LIVRY-GARGAN
000001;03/01/2025;210000.00;Maison;58;93700;3;19;RUE;HENRI ROUANET;DRANCY
000001;15/01/2025;417000.00;Appartement;75;93100;4;36;RUE;DESIRE PREAUX;MONTREUIL
000001;28/01/2025;224000.00;Appartement;100;93160;5;13;ALL;DE LA NOISERAIE;NOISY-LE-GRAND
000001;17/01/2025;1054900.00;Maison;199;93100;4;85;RUE;KLEBER;MONTREUIL
000001;24/01/2025;130000.00;Appartement;71;93800;3;4;RUE;DU MARECHAL MAISON;EPINAY SUR SEINE
000001;29/01/2025;250000.00;Appartement;68;93600;3;64;AV;DU GROS PEUPLIER;AULNAY SOUS BOIS
000001;21/01/2025;245000.00;Appartement;40;93500;2;10;RUE;MIRIAM MAKEBA;PANTIN
000001;29/01/2025;327700.00;Maison;89;93290;4;79;RUE;RONSARD;TREMBLAY-EN-FRANCE
000001;28/01/2025;520000.00;Maison;145;93160;5;15;RUE;MARTHE;NOISY-LE-GRAND
000001;28/01/2025;88000.00;Appartement;21;93700;1;10;AV;JEAN JAURES;DRANCY
000001;24/01/2025;278000.00;Maison;60;93140;4;52;RUE;FRANCOIS MARTIN;BONDY
000001;24/01/2025;240000.00;Appartement;70;93250;3;41;AV;OUTREBON;VILLEMOMBLE
